"Polyglot","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUGGEST_BEATMAP","","Suggest Beatmap","Proposer une Beatmap","Sugerir Beatmap","Beatmap vorschlagen","Beatmap Suggerita","Sugerir Beatmap","","Предложить карту","","","","","Föreslå Beatmap","Suggereer Beatmap","","","ビートマップを提案","推荐歌曲","推薦歌曲","추천 비트맵","","Ütemtábla javaslása","","","","המלץ מפת שיר","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_DEFAULT","","Default","Par défaut","Predeterminado","Standard","Predefinito","Padrão","","По умолчанию","","","","","Standard","Basis optie","","","デフォルト","默认","預設","기본","","Alapértelmezett","","","","ברירת מחדל","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTTON_OPTIONS","","Options","Options","Opciones","Optionen","Opzioni","Opções","","Настройки","","","","","Inställningar","Opties","","","オプション","选项","選項","옵션","","Beállítások","","","","אפשרויות","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_OPTIONS","","Options","Options","Opciones","Optionen","Opzioni","Opções","","Настройки","","","","","Inställningar","Opties","","","オプション","选项","選項","옵션","","Beállítások","","","","אפשרויות","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COUNTDOWN_READY","","READY!","À VOS MARQUES !","¡LISTO!","AUF DIE PLÄTZE!","READY!","EM SUAS MARCAS!","","НА СТАРТ!","","","","","KLARA!","READY!","","","READY!","准备！","READY!","READY!","","FELKÉSZÜLNI!","","","","היכון!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"COUNTDOWN_SET","","SET!","PRÊTS !","¡YA!","FERTIG!","SET!","PREPARAR!","","ГОТОВСЬ!","","","","","FÄRDIGA!","SET!","","","SET!","就绪！","SET!","SET!","","VIGYÁZZ!","","","","הכן!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_PLAYERS_MISSING_ENTITLEMENT","","These players don't own this song","Ces joueurs ne possèdent pas ce morceau","Estos jugadores no poseen esta canción","Diese Spieler haben diesen Song nicht in Besitz","Questi giocatori non possiedono questo brano","Esses jogadores não possuem esta música","","У этих игроков нет этой песни","","","","","Dessa spelare äger inte denna låt","Deze spelers hebben dit nummer niet","","","このプレイヤーはこの曲を所有していません","这些玩家没有这首歌","這些玩家沒有這首歌","해당 플레이어들은 이 곡을 보유하고 있지 않습니다","","Ezek a játékosok nem rendelkeznek ezzel a dallal","","","","לשחקנים האלו אין את השיר הנבחר","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_KICK_PLAYER_PROMPT","","You are about to kick player {0}.<br>Are you sure?","Vous êtes sur le point d'expulser le joueur {0}.<br>Confirmer l'expulsion ?","Estás a punto de expulsar al jugador {0}.<br>¿Estás seguro?","Du bist dabei, Spieler {0} rauszuwerfen.<br>Wirklich rauswerfen?","Stai per espellere il giocatore {0}.<br>Sei sicuro?","Você está prestes a expulsar o jogador {0}.<br>Você tem certeza?","","Вы собираетесь выгнать игрока {0}.<br>Вы уверены?","","","","","Du är på väg att sparka spelare {0}.<br>Är du säker?","Je staat op het punt om speler {0} te verwijderen.<br>Weet je het zeker?","","","プレイヤー {0} をキックしようとしています。<br>本当によろしいですか？","你将踢出玩家{0}。<br>是否确认？","你將踢出玩家{0}。<br>是否確認？","플레이어 {0} 님을 추방하려고 합니다.<br>계속 하시겠습니까?","","Ezzel kirúgod {0}-t.<br>Biztos vagy ebben?","","","","אתם עומדים להעיף את השחקן {0}.<br>האם אתם בטוחים בזה?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LABEL_MULTIPLAYER_MAINTENANCE_UPCOMING","","Upcoming maintatance from {0} until {1}","Une maintenance aura lieu de {0} à {1}.","Próximo período de mantenimiento desde {0} hasta {1}","Anstehende Wartung von {0} bis {1}","Prossima manutenzione da {0} fino a {1}","Próxima manutenção de {0} até {1}","","Предстоящее обслуживание с {0} до {1}","","","","","Kommande maintenance från {0} till {1}","Aankomend onderhoud van {0} tot {1}","","","今後のメンテナンス：{0} から {1} まで","服务器维护将从{0}持续至{1}","伺服器維護將從 {0} 持續至 {1}","{0} ~ {1} 동안 점검 예정입니다","","Karbantartás hamarosan {0}-tól {1}-ig","","","","הפסקת הרב משתתפים בשביל תיקונים מ{0} עד ל{1}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HINT_HELP_BUTTON","","Help","Aide","Ayuda","Hilfe","Guida","Ajuda","","Помощь","","","","","Hjälp","Help","","","ヘルプ","帮助","幫助","지원","","Súgó","","","","עזרה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HINT_EDITOR_BUTTON","","Beatmap Editor","Éditeur de Beatmap","Editor de Beatmap","Beatmap-Editor","Beatmap Editor","Editor de Beatmap","","Редактор карт","","","","","Beatmap Redigerare","Beatmap Editor","","","ステージエディター","谱面编辑器","關卡編輯器","비트맵 편집기","","Ütemtábla-szerkesztő","","","","מעצב מפת השיר","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HINT_OPTIONS_BUTTON","","Settings","Paramètres","Ajustes","Einstellungen","Opzioni","Opções","","Настройки","","","","","Inställningar","Instellingen","","","設定","设置","設定","설정","","Beállítások","","","","אפשרויות","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HINT_EXIT_BUTTON","","Exit","Quitter","Salir","Verlassen","Esci","Sair","","Выход","","","","","Avsluta","Afsluiten","","","終了","退出","退出","나가기","","Kilépés","","","","יציאה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN_MULTIPLAYER_LOBBY_PRESENCE","","In Multiplayer Lobby","Dans un salon multijoueur","En el lobby de Multijugador","In Mehrspieler-Lobby","Nella Lobby Multigiocatore","Em Sala Multijogador","","В лобби сетевой игры","","","","","I Flerspelarlobby","In Multiplayer Lobby","","","マルチプレイヤーロビー内","联机大厅内","在多人遊戲大廳裡","멀티플레이어 로비","","Többjátékos lobbiban","","","","בלובי רב משתתפים","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MODIFIER_NO_FAIL_ON_0_ENERGY","","No Fail","Pas d'échecs","Sin fallos","Kein Fehlschlag","Nessun Fail","Sem Falhar","","Без поражения","","","","","Inget Misslyckande","Niet Falen","","","失敗なし","不会失败","不會失敗","실패 없음","","Csak nyugalom","","","","בלי להיפסל","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MODIFIER_NO_FAIL_ON_0_ENERGY_HINT","","You can continue playing the level even after you deplete all the energy","Vous pourrez continuer le niveau même si vous n'avez plus d'énergie.","Puedes seguir jugando el nivel aunque se te haya agotado toda la energía","Du kannst das Level weiter spielen, auch wenn sich deine ganze Energie geleert hat.","Puoi continuare a giocare il livello anche dopo che si esaurisce tutta l'energia.","Você pode continuar a jogar no nível mesmo depois de esgotar toda a energia.","","Вы можете продолжать играть даже после того, как истратите всю энергию.","","","","","Du kan fortsätta spela nivån även efter att du uttömt all energi","Je kunt het level blijven spelen, zelfs nadat al je energie is uitgeput.","","","エネルギーを使い果たした後も、ステージをプレイし続けることができます","在你耗尽能量后仍然可以继续游戏","在你耗盡能量後仍然可以繼續遊玩","모든 에너지를 소진한 뒤에도 계속 레벨을 플레이할 수 있습니다","","Folytathatod a játékot még akkor is, ha a lemerült az energiasávod","","","","אתם יכולים להמשיך לשחק בשלב הזה אפילו אחרי שיתרוקן לכם כל האנרגיה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAILED","","Failed","Échec","Fallido","Fehlgeschlagen","Fallito","Falhou","","Провалено","","","","","Misslyckades","Gefaald","","","失敗","失败","失敗","실패","","Sikertelen","","","","נכשלתם","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BADGE_MAX_COMBO","","Longest Journey","Spécialiste","Perseverante","Die Unendlichkeit","","","","Долгое путешествие","","","","","Längsta Resan","","","","ロンゲストジャーニー","漫漫长路","漫漫長路","최장 여정","","Kiránduló","","","","הם עברו מסע ארוך","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BADGE_MIN_COMBO","","Casual Cutter","Amateur","Principiante","Lässige Klinge","","","","Казуальный резчик","","","","","Fritids Skärare","","","","カジュアルカッター","无心挥砍","無心揮砍","평범한 절단기","","Alkalmi aprító","","","","חותך הרגועה","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BADGE_MAX_PRECISION","","Saber Surgeon","Fin tireur","Cirujano del sable","Säbelprofi","","","","Хирургическая точность","","","","","Sabel Kirurg","","","","セイバーサージェン","光柳叶刀","光劍醫生","세이버 집도의","","Kardsebész","","","","ידיי מנתח","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BADGE_MIN_PRECISION","","Lumberjack","Sabreur","Leñador","Holzfäller","","","","Дровосек","","","","","Skogshuggare","","","","ランバージャック","伐木工","伐木工人","벌목공","","Favágó","","","","חוטב העצים","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
